TreeID,Type,Round,Year,Month,Day,Hour,Minute,CH4pVal,CH4ppmFlux,CH4_RSQ,CO2pVal,CO2ppmFlux,CO2_RSQ,VA,CO2flag,CH4Flag,Initial Temp,K,CO2Flux,CH4Flux,Temp,Soil Meter,Soil Moisture,Well ID,DTW,species,wetland status,dbh,Density,SoilMoisture1,DateF,Methane,Carbon
10319,soil,2,2013,6,26,,,0.001799783,1.876675146,0.973938417,0.000262721,2803.505838,0.9927472,0.0876,Y,Y,25,298.15,441677.3743,107.5127811,22.4,EC-5,40.66666667,1,2.39,2,1,33.9,0.5,40.31433594,2013-06-26,107.5127811,441677.3743
10319,soil,3,2013,7,31,,,0.005046273,2.804701301,0.948451176,0.001815679,3515.186289,0.973786004,0.0876,Y,Y,25,298.15,553798.8291,160.6784411,22.1,EC-5,38.46666667,1,2.35,2,1,33.9,0.5,36.8957193,2013-07-31,160.6784411,553798.8291
12000,soil,2,2013,6,25,,,0.018510163,-0.245438477,0.963322299,0.003112546,2640.771636,0.993784596,0.0814,Y,Y,25,298.15,386593.7539,-13.06573785,20,EC-5,29.16666667,2,3.22,2,1,62.5,0.5,25.36854793,2013-06-25,-13.06573785,386593.7539
12001,soil,1,2013,5,31,,,0.037174209,-6.255999145,0.927033503,0.009717639,2897.777254,0.980659154,0.0756,Y,Y,25,298.15,393991.0677,-309.303877,17.8,EC-5,15.73333333,3,13.5,1,2,56.1,0.5933,14.7676996,2013-05-31,-309.303877,393991.0677
12001,soil,2,2013,6,25,,,0.009601326,-0.919272835,0.921299906,0.005839279,2819.907318,0.943244794,0.0756,N,Y,25,298.15,383403.6221,-45.44991859,21.4,EC-5,23.83333333,3,13.27,1,2,56.1,0.5933,20.46455031,2013-06-25,-45.44991859,383403.6221
12001,soil,3,2013,7,31,,,0.046933829,-1.409519039,0.908335126,0.035345453,3003.293608,0.930558396,0.0756,N,Y,25,298.15,408337.4089,-69.68826135,21.3,EC-5,14.26666667,3,13.82,1,2,56.1,0.5933,13.92057465,2013-07-31,-69.68826135,408337.4089
12002,soil,2,2013,6,25,,,0.008684498,-0.914626806,0.926314753,0.000723037,4245.747345,0.985776537,0.069,Y,Y,25,298.15,526869.2093,-41.27241711,21.4,EC-5,15.86666667,2,3.22,1,2,56.2,0.5933,14.84722139,2013-06-25,-41.27241711,526869.2093
12002,soil,3,2013,7,26,,,0.011862385,-1.054383109,0.909610945,0.003564351,4406.218737,0.959025734,0.069,Y,Y,25,298.15,546782.6494,-47.57890233,21.7,EC-5,12.73333333,2,3.43,1,2,56.2,0.5933,13.08685559,2013-07-26,-47.57890233,546782.6494
12003,soil,1,2013,5,31,,,0.034909877,-5.449250385,0.931398946,0.007233535,2229.552873,0.985585254,0.084,Y,Y,25,298.15,336819.0476,-299.3525329,19.5,EC-5,18.43333333,3,13.5,1,2,53,0.5933,16.46427589,2013-05-31,-299.3525329,336819.0476
12003,soil,2,2013,6,25,,,0.009715934,-1.10305436,0.920685256,0.00193861,4396.347104,0.972622259,0.084,Y,Y,25,298.15,664157.1331,-60.59587892,20.9,EC-5,24.5,3,13.27,1,2,53,0.5933,21.02150867,2013-06-25,-60.59587892,664157.1331
12004,soil,1,2013,5,31,,,0.003364847,2.246038507,0.960556844,0.000566275,3631.085377,0.987909693,0.0784,Y,Y,25,298.15,511978.9491,115.1596001,17.7,EC-5,35.56666667,2,3.55,2,1,52.9,0.5,32.82824708,2013-05-31,115.1596001,511978.9491
12004,soil,2,2013,6,25,,,0.000276171,2.224726772,0.992502093,0.000408188,4282.177121,0.990275526,0.0784,Y,Y,25,298.15,603782.1517,114.066898,19.3,EC-5,37.7,2,3.22,2,1,52.9,0.5,35.77379836,2013-06-25,114.066898,603782.1517
12004,soil,3,2013,7,26,,,0.000557416,12.70429282,0.988035824,0.000213232,5014.442796,0.993688102,0.0784,Y,Y,25,298.15,707030.7874,651.3785383,20.7,EC-5,35.93333333,2,3.43,2,1,52.9,0.5,33.31667212,2013-07-26,651.3785383,707030.7874
12005,soil,3,2013,7,30,,,0.001213813,1.026624123,0.979932873,0.001084423,5509.331068,0.981380088,0.0856,Y,Y,25,298.15,848149.1221,57.47144503,20.7,EC-5,30.96666667,2,3.73,3,2,47.3,0.37,27.27609114,2013-07-30,57.47144503,848149.1221
12006,soil,1,2013,6,3,,,0.020397166,-3.680831392,0.959621713,0.007876251,3456.48877,0.984309532,0.0756,Y,Y,25,298.15,469955.2733,-181.9845869,19.6,EC-5,19.6,0,0,1,2,44.9,0.5933,17.25641462,2013-06-03,-181.9845869,469955.2733
12007,soil,1,2013,6,5,,,0.21314186,-2.990067115,0.892033478,0.044774809,2802.321027,0.995061546,0.0856,Y,Y,25,298.15,431411.0171,-167.3869472,17.1,EC-5,21.1,2,2.97,4,3,39.9,0.6433,18.33113419,2013-06-05,-167.3869472,431411.0171
12007,soil,2,2013,6,25,,,0.002027256,-0.865843506,0.97179865,0.001094825,4455.361827,0.981261665,0.0856,Y,Y,25,298.15,685892.9289,-48.47078531,20.6,EC-5,25.13333333,2,3.22,4,3,39.9,0.6433,21.56465294,2013-06-25,-48.47078531,685892.9289
12008,soil,2,2013,6,25,,,0.00635979,-0.896523315,0.939961559,0.000184809,5167.696953,0.99426162,0.0806,Y,Y,25,298.15,749085.9661,-47.2567138,21.9,EC-5,25.16666667,3,13.27,1,2,31.4,0.5933,21.59362508,2013-06-25,-47.2567138,749085.9661
12008,soil,3,2013,7,31,,,0.021907584,-1.628531129,0.956664774,0.004288349,4316.766835,0.991441692,0.0806,Y,Y,25,298.15,625738.9867,-85.84163753,21.3,EC-5,17.96666667,3,13.82,1,2,31.4,0.5933,16.15769709,2013-07-31,-85.84163753,625738.9867
12009,soil,2,2013,6,26,,,0.019967147,0.396453476,0.960464394,0.006852909,5714.605832,0.986341145,0.078,Y,Y,25,298.15,801642.0023,20.22337898,22.6,EC-5,29.6,2,3.47,2,1,31.9,0.5,25.81521214,2013-06-26,20.22337898,801642.0023
12010,soil,2,2013,6,25,,,0.002121828,-0.333035439,0.970933413,0.000550671,4573.832292,0.988132303,0.079,Y,Y,25,298.15,649840.7015,-17.20617869,22.3,EC-5,25.3,3,13.27,3,2,31.8,0.37,21.70990344,2013-06-25,-17.20617869,649840.7015
12010,soil,3,2013,7,31,,,0.038043868,-1.083654396,0.925359599,0.015300636,2719.323228,0.969632837,0.079,Y,Y,25,298.15,386355.8612,-55.98668788,21.6,EC-5,21.26666667,3,13.82,3,2,31.8,0.37,18.45460506,2013-07-31,-55.98668788,386355.8612
12011,soil,2,2013,6,26,,,0.006350552,-0.492278368,0.940018989,0.000154873,4207.585962,0.994898706,0.082,Y,Y,25,298.15,620506.6372,-26.39924412,21.7,EC-5,30.06666667,3,13.33,8,,22.8,0.6775,26.30503422,2013-06-26,-26.39924412,620506.6372
12011,soil,3,2013,7,31,,,0.002423963,-0.734106347,0.968253232,0.001914704,3131.556885,0.972846557,0.082,Y,Y,25,298.15,461821.0655,-39.36767068,21.3,EC-5,24.53333333,3,13.82,8,,22.8,0.6775,21.04975111,2013-07-31,-39.36767068,461821.0655
10127,soil,4,2013,9,13,,,0.003061023,-0.31387332,0.993887324,0.048288577,4387.734457,0.905754633,0.0708,N,Y,25,298.15,558692.9299,-14.53297567,21.6,HydroSense,15,2,4.59,4,3,75.5,0.6433,16.3852,2013-09-13,-14.53297567,558692.9299
10206,soil,4,2013,9,17,,,0.027992272,0.281185267,0.84216398,0.001150194,3696.060264,0.980637545,0.0948,Y,Y,25,298.15,630154.3847,17.43282564,17.8,HydroSense,64,1,2.75,5,3,17.8,0.5732,49.4847,2013-09-17,17.43282564,630154.3847
10315,soil,4,2013,9,17,,,0.015689965,0.661717545,0.968866246,0.063155486,2129.23586,0.877677644,0.0852,N,Y,25,298.15,326259.3359,36.87050893,17.1,HydroSense,52,1,2.82,5,3,28.5,0.5732,41.3787,2013-09-17,36.87050893,326259.3359
10316,soil,4,2013,9,17,,,0.034293834,1.904097281,0.9325884,0.007676678,2988.527214,0.984705576,0.0844,Y,Y,25,298.15,453627.3625,105.0989718,17.7,HydroSense,45.4,1,2.82,5,3,26.2,0.5732,36.9204,2013-09-17,105.0989718,453627.3625
12001,soil,4,2013,9,13,,,0.014622836,-1.096559885,0.970968155,0.013377166,2700.391621,0.973424617,0.0756,Y,Y,25,298.15,367153.8855,-54.21519662,21.2,HydroSense,15.33333333,3,14.93,1,2,56.1,0.5933,16.61036667,2013-09-13,-54.21519662,367153.8855
12002,soil,4,2013,9,11,,,0.031099945,-1.175942575,0.938767317,0.019086149,4015.220732,0.962191983,0.069,Y,Y,25,298.15,498262.379,-53.06425761,23.4,HydroSense,9,2,5.17,1,2,56.2,0.5933,12.3322,2013-09-11,-53.06425761,498262.379
12003,soil,4,2013,9,13,,,0.004868879,-1.045146297,0.94965384,0.00245345,3077.460265,0.967997966,0.084,Y,Y,25,298.15,464912.6054,-57.41472111,21.1,HydroSense,12,3,14.93,1,2,53,0.5933,14.3587,2013-09-13,-57.41472111,464912.6054
12004,soil,4,2013,9,17,,,0.003108674,-0.507825475,0.962569544,0.001372606,4931.352355,0.978226378,0.0784,Y,Y,25,298.15,695315.1287,-26.03738911,18.1,HydroSense,42,2,5.12,2,1,52.9,0.5,34.6237,2013-09-17,-26.03738911,695315.1287
12005,soil,4,2013,9,13,,,0.062955218,-0.640054268,0.878052924,0.007086972,6989.136661,0.98587628,0.0856,Y,Y,25,298.15,1075961.864,-35.830878,21.2,HydroSense,33,2,4.59,3,2,47.3,0.37,28.5442,2013-09-13,-35.830878,1075961.864
12006,soil,4,2013,9,11,,,0.036377418,-1.035739471,0.813288947,0.009306004,2187.418772,0.922895898,0.0756,N,Y,25,298.15,297408.4555,-51.20816461,22.9,HydroSense,7.666666667,2,5.17,1,2,44.9,0.5933,11.43153333,2013-09-11,-51.20816461,297408.4555
12007,soil,4,2013,9,13,,,0.030992085,-1.039954105,0.938976339,0.018873645,4514.999869,0.962608925,0.0856,Y,Y,25,298.15,695074.0713,-58.21767076,21.4,HydroSense,19.6,2,4.59,4,3,39.9,0.6433,19.4925,2013-09-13,-58.21767076,695074.0713
12008,soil,4,2013,9,13,,,0.007587552,-1.055298435,0.932568961,0.003448476,3253.060523,0.959911323,0.0806,Y,Y,25,298.15,471548.9331,-55.62592211,21.2,HydroSense,15,3,14.93,1,2,31.4,0.5933,16.3852,2013-09-13,-55.62592211,471548.9331
12009,soil,4,2013,9,13,,,0.002412062,-0.317570839,0.968356555,0.004066319,3491.702211,0.955298343,0.078,Y,Y,25,298.15,489814.2119,-16.19951851,22.2,HydroSense,18.2,2,4.59,2,1,31.9,0.5,18.5468,2013-09-13,-16.19951851,489814.2119
12010,soil,4,2013,9,17,,,0.004290549,-0.872992052,0.99143731,0.020678481,1320.816853,0.959070638,0.079,Y,Y,25,298.15,187658.9467,-45.10287939,16.4,HydroSense,14.66666667,3,14.95,3,2,31.8,0.37,16.16003333,2013-09-17,-45.10287939,187658.9467
12011,soil,4,2013,9,13,,,0.045898097,-0.537567027,0.910310441,0.006012369,2559.320246,0.988011411,0.082,Y,Y,25,298.15,377431.4331,-28.8279236,21.3,HydroSense,23,3,14.93,8,,22.8,0.6775,21.7892,2013-09-13,-28.8279236,377431.4331
10127,soil,5,2013,10,21,,,0.006985153,-0.323754321,0.936138951,0.005457319,1636.529828,0.94571951,0.0708,N,Y,25,298.15,208380.3506,-14.99048621,16.5,Scout,33.83333333,2,3.52,4,3,75.5,0.6433,33.83333333,2013-10-21,-14.99048621,208380.3506
10206,soil,5,2013,10,22,,,0.001153911,1.332182222,0.980596026,0.000675655,1968.098914,0.986403202,0.0948,Y,Y,25,298.15,335548.1435,82.59216656,15,Scout,60.66666667,1,2.11,5,3,17.8,0.5732,60.66666667,2013-10-22,82.59216656,335548.1435
10206,soil,6,2013,11,27,,,0.004028198,0.358425484,0.955575606,0.000291967,905.585057,0.992219303,0.0948,Y,Y,25,298.15,154396.3988,22.22153758,7,Scout,57.23333333,1,2.11,5,3,17.8,0.5732,57.23333333,2013-11-27,22.22153758,154396.3988
10210,soil,5,2013,10,22,,,0.007397528,0.216485821,0.985259667,0.006777605,1127.39113,0.986490726,0.083,Y,Y,25,298.15,168287.666,11.75098948,15.2,Scout,53.33333333,1,2.11,2,1,52,0.5,53.33333333,2013-10-22,11.75098948,168287.666
10212,soil,5,2013,10,22,,,0.004131842,0.539340763,0.954823864,0.001028023,3106.582266,0.982029061,0.069,Y,Y,25,298.15,385506.3454,24.33768263,14.5,Scout,63.53333333,1,2.11,6,1,46.2,0.4983,63.53333333,2013-10-22,24.33768263,385506.3454
10313,soil,6,2013,11,27,,,0.007151787,0.31859138,0.935140952,0.000215028,580.9458561,0.993652763,0.086,Y,Y,25,298.15,89853.22944,17.91840544,6.8,Scout,48.6,1,2.11,7,1,12.5,0.62,48.6,2013-11-27,17.91840544,89853.22944
10315,soil,5,2013,10,21,,,0.003970176,0.615107139,0.95599937,0.000918507,1389.92828,0.983324792,0.0852,Y,Y,25,298.15,212976.442,34.27340477,16.7,Scout,45.26666667,1,2.1,5,3,28.5,0.5732,45.26666667,2013-10-21,34.27340477,212976.442
10316,soil,5,2013,10,21,,,0.007548233,1.346965625,0.932798855,0.0010139,2649.613968,0.982193433,0.0844,Y,Y,25,298.15,402183.8549,74.34741048,18.8,Scout,47.03333333,1,2.1,5,3,26.2,0.5732,47.03333333,2013-10-21,74.34741048,402183.8549
10319,soil,5,2013,10,22,,,0.023266516,0.256506854,0.954008299,0.002825285,1821.806284,0.994357412,0.0876,Y,Y,25,298.15,287015.8517,14.69501277,14.8,Scout,55.46666667,1,2.11,2,1,33.9,0.5,55.46666667,2013-10-22,14.69501277,287015.8517
12000,soil,5,2013,10,22,,,0.023967711,-0.189919959,0.857194764,0.00117152,1930.724583,0.980399897,0.0814,Y,Y,25,298.15,282646.956,-10.1102501,15.9,Scout,34.46666667,2,3.59,2,1,62.5,0.5,34.46666667,2013-10-22,-10.1102501,282646.956
12000,soil,6,2013,11,27,,,0.001187186,-0.302984729,0.980226245,0.000775335,961.2084222,0.985100721,0.0814,Y,Y,25,298.15,140715.3754,-16.12917049,8.7,Scout,35.63333333,2,3,2,1,62.5,0.5,35.63333333,2013-11-27,-16.12917049,140715.3754
12001,soil,6,2013,11,27,,,0.012964577,-1.590264196,0.974238926,0.01421822,1123.643088,0.971765718,0.0756,Y,Y,25,298.15,152774.1097,-78.62451223,7.1,Scout,23.4,3,14.97,1,2,56.1,0.5933,23.4,2013-11-27,-78.62451223,152774.1097
12002,soil,5,2013,10,22,,,0.009335962,-0.947736321,0.922733187,0.002394241,2182.947,0.968511607,0.069,Y,Y,25,298.15,270889.308,-42.76647972,15.5,Scout,14,2,3.59,1,2,56.2,0.5933,14,2013-10-22,-42.76647972,270889.308
12002,soil,6,2013,11,27,,,0.012846697,-0.855661728,0.904776755,0.001062199,1447.258622,0.981634412,0.069,Y,Y,25,298.15,179595.2382,-38.61162551,8.6,Scout,15.2,2,3,1,2,56.2,0.5933,15.2,2013-11-27,-38.61162551,179595.2382
12003,soil,5,2013,10,21,,,0.064279256,-0.844289484,0.87557331,0.032065691,996.896854,0.936896827,0.084,N,Y,25,298.15,150601.429,-46.38072722,15.6,Scout,10.1,3,14.95,1,2,53,0.5933,10.1,2013-10-21,-46.38072722,150601.429
12003,soil,6,2013,11,27,,,0.006427694,-0.923829602,0.939540303,0.004403591,738.7565026,0.952883122,0.084,Y,Y,25,298.15,111604.1089,-50.75023384,6.7,Scout,18.43333333,2,2.71,1,2,53,0.5933,18.43333333,2013-11-27,-50.75023384,111604.1089
12004,soil,6,2013,11,27,,,0.15089412,-0.121965418,0.944863885,0.015256159,712.8889319,0.999425821,0.0784,Y,Y,25,298.15,100516.5366,-6.253449684,7.7,Scout,52.7,2,3,2,1,52.9,0.5,52.7,2013-11-27,-6.253449684,100516.5366
12005,soil,5,2013,10,21,,,0.003055589,-0.33433868,0.962993653,0.000799211,3031.361001,0.984797318,0.0856,Y,Y,25,298.15,466671.2057,-18.71661363,15.6,Scout,27.13333333,2,3.52,3,2,47.3,0.37,27.13333333,2013-10-21,-18.71661363,466671.2057
12005,soil,6,2013,11,27,,,0.020879941,-0.27777975,0.869383634,0.00033085,1734.613819,0.991544133,0.0856,Y,Y,25,298.15,267039.8947,-15.55038822,8.5,Scout,31.86666667,2,2.71,3,2,47.3,0.37,31.86666667,2013-11-27,-15.55038822,267039.8947
12006,soil,5,2013,10,22,,,0.032991531,-1.75474489,0.935105378,0.01105317,1674.389685,0.978015833,0.0756,Y,Y,25,298.15,227655.3793,-86.75662915,15.3,Scout,12.8,2,3.59,1,2,44.9,0.5933,12.8,2013-10-22,-86.75662915,227655.3793
12006,soil,6,2013,11,27,,,0.007959594,-1.045567509,0.930414033,0.005745513,832.1781866,0.943846936,0.0756,N,Y,25,298.15,113145.6091,-51.69407425,8.3,Scout,13.9,2,2.71,1,2,44.9,0.5933,13.9,2013-11-27,-51.69407425,113145.6091
12007,soil,5,2013,10,22,,,0.031431897,-0.709811898,0.938124171,0.016903569,1872.983375,0.966478593,0.0856,Y,Y,25,298.15,288341.5764,-39.73597986,15.7,Scout,24.46666667,2,3.59,4,3,39.9,0.6433,24.46666667,2013-10-22,-39.73597986,288341.5764
12007,soil,6,2013,11,27,,,0.003398381,-0.559783968,0.960297338,0.002131597,897.611639,0.970844788,0.0856,Y,Y,25,298.15,138185.2922,-31.33726633,8.4,Scout,27.33333333,2,2.71,4,3,39.9,0.6433,27.33333333,2013-11-27,-31.33726633,138185.2922
12008,soil,5,2013,10,21,,,0.021815649,-1.122360367,0.956844625,0.010797439,1534.081818,0.978521707,0.0806,Y,Y,25,298.15,222373.5585,-59.16082912,15.3,Scout,17.4,3,14.95,1,2,31.4,0.5933,17.4,2013-10-21,-59.16082912,222373.5585
12008,soil,6,2013,11,27,,,0.001901571,-1.103557217,0.972970179,0.001289314,876.1129299,0.979112613,0.0806,Y,Y,25,298.15,126997.3658,-58.16969474,6.9,Scout,18.96666667,3,14.97,1,2,31.4,0.5933,18.96666667,2013-11-27,-58.16969474,126997.3658
12009,soil,6,2013,11,27,,,0.00643757,-0.350768213,0.939479167,0.00045029,1060.303813,0.989619219,0.078,Y,Y,25,298.15,148738.8802,-17.8929406,8.2,Scout,42.83333333,2,2.71,2,1,31.9,0.5,42.83333333,2013-11-27,-17.8929406,148738.8802
12010,soil,5,2013,10,21,,,0.007661408,-0.656932583,0.984735881,0.008847375,1612.57679,0.982383526,0.079,Y,Y,25,298.15,229111.5996,-33.94023006,14.4,Scout,15.86666667,3,14.95,3,2,31.8,0.37,15.86666667,2013-10-21,-33.94023006,229111.5996
12010,soil,6,2013,11,27,,,0.002981665,-0.502288372,0.963588494,0.00031532,1009.455531,0.991810426,0.079,Y,Y,25,298.15,143421.3693,-25.95058207,6.3,Scout,22.33333333,3,14.97,3,2,31.8,0.37,22.33333333,2013-11-27,-25.95058207,143421.3693
12011,soil,5,2013,10,21,,,0.004162737,-0.523473345,0.991691855,0.017530237,893.8789645,0.965246835,0.082,Y,Y,25,298.15,131823.2914,-28.07212652,15.9,Scout,27.7,3,14.95,8,,22.8,0.6775,27.7,2013-10-21,-28.07212652,131823.2914
10127,soil,6,2013,11,27,,,0.017918206,0.064621287,0.96448465,0.003244242,1227.320278,0.993522042,0.0708,Y,Y,25,298.15,156275.4466,2.992097531,,,,,,4,3,75.5,0.6433,,2013-11-27,2.992097531,156275.4466
10213,soil,2,2013,6,27,,,0.000917212,117.2882715,0.998166417,0.010621987,3674.352174,0.978868853,0.1016,Y,Y,25,298.15,671388.7642,7793.188511,,,,,,6,1,30.2,0.4983,,2013-06-27,7793.188511,671388.7642
10319,soil,6,2013,11,27,,,0.041432425,1.669018136,0.918851796,0.018927688,401.5894085,0.962502881,0.0876,Y,Y,25,298.15,63268.26686,95.61632545,,,,,,2,1,33.9,0.5,,2013-11-27,95.61632545,63268.26686
12003,soil,3,2013,7,26,,,0.032010425,-1.606632966,0.937003817,0.007330491,3646.1079,0.985392754,0.084,Y,Y,25,298.15,550818.33,-88.25978142,,,,,,1,2,53,0.5933,,2013-07-26,-88.25978142,550818.33
12006,soil,3,2013,7,26,,,0.017001995,-1.066135086,0.885691854,0.002241566,3132.143184,0.969856573,0.0756,Y,Y,25,298.15,425856.2096,-52.71095917,,,,,,1,2,44.9,0.5933,,2013-07-26,-52.71095917,425856.2096
12007,soil,3,2013,7,26,,,0.004008132,-0.734452364,0.955721918,0.000813172,4663.97581,0.984621336,0.0856,Y,Y,25,298.15,718008.5823,-41.11537782,,,,,,4,3,39.9,0.6433,,2013-07-26,-41.11537782,718008.5823
10127,tree,2,2013,6,25,,,0.010228806,0.244133927,0.979647016,0.000201289,2365.899969,0.999597463,0.120974634,Y,Y,25,298.15,514742.7969,19.31476121,21.1,EC-5,24.66666667,2,3.22,4,3,75.5,0.6433,21.16310078,2013-06-25,19.31476121,514742.7969
10127,tree,3,2013,7,30,,,0.004322043,0.582184037,0.953461041,3.35E-05,5031.149679,0.998159925,0.120974634,Y,Y,25,298.15,1094614.35,46.05974176,21.4,EC-5,14.9,2,3.73,4,3,75.5,0.6433,14.28024818,2013-07-30,46.05974176,1094614.35
10206,tree,1,2013,6,3,,,0.003306337,16.17033071,0.961011764,1.09E-05,2208.360729,0.999132225,0.10208,Y,Y,25,298.15,405424.7507,1079.509456,18.9,EC-5,43.03333333,0,0,5,3,17.8,0.5732,44.34640901,2013-06-03,1079.509456,405424.7507
10206,tree,2,2013,6,25,,,8.97E-05,7.591815645,0.996454428,6.97E-05,4389.187704,0.997002234,0.10208,Y,Y,25,298.15,805794.6817,506.8193672,21.4,EC-5,38.13333333,1,2.35,5,3,17.8,0.5732,36.4036679,2013-06-25,506.8193672,805794.6817
