DateTime,Julian,Year,Month,Date,Hour,Minute,CH4p,CH4S,CH4R,CO2p,CO2S,CO2R, InitialTemp,Chamber,CH4flag,CO2flag,Flux,Type,Tree
2014-07-29 16:08:22,210.6722,2014,7,29,16,8,0,0.741097375,0.9974,0,1242.0166,0.9945,27.03439,7085-165,Y,Y,77.54653213,CH4,Tulip Poplar
2014-07-29 16:52:24,210.7028,2014,7,29,16,52,0,0.797089448,0.9964,0,1215.0493,0.9792,27.15545,7085-165,Y,Y,83.40539928,CH4,Tulip Poplar
2014-07-29 17:36:26,210.7333,2014,7,29,17,36,0,0.754035979,0.9917,0,1264.5009,0.9827,26.91635,7085-165,Y,Y,78.90039455,CH4,Tulip Poplar
2014-07-29 18:20:29,210.7639,2014,7,29,18,20,0,0.639843583,0.9958,0,1349.5596,0.987,26.60815,7085-165,Y,Y,66.95159452,CH4,Tulip Poplar
2014-07-29 19:04:31,210.7944,2014,7,29,19,4,0,0.597788612,0.9912,0,1134.5613,0.9744,25.94763,7085-165,Y,Y,62.55107005,CH4,Tulip Poplar
2014-07-29 19:48:33,210.8250,2014,7,29,19,48,0,0.581231106,0.997,0,1084.2512,0.9836,24.89429,7085-165,Y,Y,60.81853496,CH4,Tulip Poplar
2014-07-29 20:32:35,210.8556,2014,7,29,20,32,0,0.545868615,0.9954,0,1010.2683,0.9884,23.66702,7085-165,Y,Y,57.11829449,CH4,Tulip Poplar
2014-07-29 21:16:37,210.8861,2014,7,29,21,16,0,0.468344564,0.9962,0,1049.9112,0.9979,22.60215,7085-165,Y,Y,49.00637622,CH4,Tulip Poplar
2014-07-29 22:00:40,210.9167,2014,7,29,22,0,0,0.471763777,0.9972,0,1106.4036,0.9982,21.48584,7085-165,Y,Y,49.36415395,CH4,Tulip Poplar
2014-07-29 22:44:42,210.9472,2014,7,29,22,44,0,0.439311374,0.9924,0,995.9407,0.9958,20.42407,7085-165,Y,Y,45.96841756,CH4,Tulip Poplar
2014-07-29 23:28:44,210.9778,2014,7,29,23,28,0,0.376820258,0.988,0,979.5224,0.9936,20.0513,7085-165,Y,Y,39.42950713,CH4,Tulip Poplar
2014-07-30 00:12:46,211.0083,2014,7,30,0,12,0,0.324590012,0.9777,0,1108.298,0.9935,19.76266,7085-165,Y,Y,33.96426793,CH4,Tulip Poplar
2014-07-30 00:56:48,211.0389,2014,7,30,0,56,0,0.387803438,0.9971,0,895.7426,0.9892,19.3379,7085-165,Y,Y,40.57875898,CH4,Tulip Poplar
2014-07-30 01:40:50,211.0694,2014,7,30,1,40,0,0.361716377,0.9837,0,901.985,0.9961,19.13041,7085-165,Y,Y,37.84907572,CH4,Tulip Poplar
2014-07-30 02:24:53,211.1000,2014,7,30,2,24,0,0.32927605,0.9889,0,925.7926,0.9994,19.04118,7085-165,Y,Y,34.4546029,CH4,Tulip Poplar
2014-07-30 03:08:55,211.1306,2014,7,30,3,8,0,0.300281645,0.9868,0,905.4278,0.9957,18.68774,7085-165,Y,Y,31.4207026,CH4,Tulip Poplar
2014-07-30 03:52:57,211.1611,2014,7,30,3,52,0,0.305633636,0.9914,0,882.6674,0.9972,18.2903,7085-165,Y,Y,31.98072128,CH4,Tulip Poplar
2014-07-30 04:36:59,211.1917,2014,7,30,4,36,0,0.302189096,0.9974,0,915.1699,0.9951,17.8216,7085-165,Y,Y,31.62029338,CH4,Tulip Poplar
2014-07-30 05:21:01,211.2229,2014,7,30,5,21,0,0.336478674,0.9889,0,777.836,0.9977,17.8116,7085-165,Y,Y,35.20826704,CH4,Tulip Poplar
2014-07-30 06:05:04,211.2535,2014,7,30,6,5,0,0.324224543,0.9944,0,816.1963,0.9946,17.6791,7085-165,Y,Y,33.92602613,CH4,Tulip Poplar
2014-07-30 06:49:06,211.2840,2014,7,30,6,49,0,0.256447418,0.9938,0,874.7548,0.9963,18.02372,7085-165,Y,Y,26.83400128,CH4,Tulip Poplar
2014-07-30 07:33:08,211.3146,2014,7,30,7,33,0,0.262143337,0.99,0,824.2759,0.9925,18.25185,7085-165,Y,Y,27.4300077,CH4,Tulip Poplar
2014-07-30 08:17:10,211.3451,2014,7,30,8,17,0,0.285253404,0.9752,0,745.6449,0.989,19.47741,7085-165,Y,Y,29.84818599,CH4,Tulip Poplar
2014-07-30 09:01:12,211.3757,2014,7,30,9,1,0,0.305483239,0.9889,0,817.0456,0.9769,21.16403,7085-165,Y,Y,31.96498406,CH4,Tulip Poplar
2014-07-30 09:45:14,211.4063,2014,7,30,9,45,0,0.395424974,0.9875,0,659.4691,0.9852,23.09786,7085-165,Y,Y,41.37625696,CH4,Tulip Poplar
2014-07-30 10:29:17,211.4368,2014,7,30,10,29,0,0.38913995,0.9966,0,902.0673,0.957,24.58878,7085-165,Y,Y,40.71860812,CH4,Tulip Poplar
2014-07-30 11:13:19,211.4674,2014,7,30,11,13,0,0.440314037,0.9962,0,924.4818,0.9943,25.94261,7085-165,Y,Y,46.07333365,CH4,Tulip Poplar
2014-07-30 11:57:21,211.4979,2014,7,30,11,57,0,0.43797023,0.9963,0,1049.8407,0.9895,26.93424,7085-165,Y,Y,45.82808372,CH4,Tulip Poplar
2014-07-30 12:41:23,211.5285,2014,7,30,12,41,0,0.545546623,0.9981,0,1072.589,0.9988,27.73449,7085-165,Y,Y,57.08460202,CH4,Tulip Poplar
2014-07-30 13:25:25,211.5590,2014,7,30,13,25,0,0.614662259,0.9974,0,1009.4156,0.9933,28.40267,7085-165,Y,Y,64.3166852,CH4,Tulip Poplar
2014-07-30 14:09:28,211.5896,2014,7,30,14,9,0,0.614495478,0.9945,0,1098.2557,0.9891,28.55231,7085-165,Y,Y,64.29923371,CH4,Tulip Poplar
2014-07-30 14:53:30,211.6201,2014,7,30,14,53,0,0.516738575,0.9972,0,1133.6169,0.9976,29.23072,7085-165,Y,Y,54.07020168,CH4,Tulip Poplar
2014-07-30 15:37:32,211.6507,2014,7,30,15,37,0,0.611961204,0.9902,0,1181.7144,0.9848,28.94449,7085-165,Y,Y,64.03405376,CH4,Tulip Poplar
2014-07-30 16:21:34,211.6813,2014,7,30,16,21,0,0.593745546,0.9982,0,1201.6884,0.9978,28.7572,7085-165,Y,Y,62.12801399,CH4,Tulip Poplar
2014-07-30 17:05:36,211.7118,2014,7,30,17,5,0,0.575790727,0.9969,0,1092.2007,0.9804,28.42055,7085-165,Y,Y,60.24926765,CH4,Tulip Poplar
2014-07-30 17:49:39,211.7424,2014,7,30,17,49,0,0.547041194,0.9855,0,1205.6092,0.9837,28.02516,7085-165,Y,Y,57.24099017,CH4,Tulip Poplar
2014-07-30 18:33:41,211.7729,2014,7,30,18,33,0,0.502027957,0.9944,0,1279.0431,0.9958,27.38072,7085-165,Y,Y,52.53092023,CH4,Tulip Poplar
2014-07-30 19:17:43,211.8035,2014,7,30,19,17,0,0.509794356,0.993,0,1117.8974,0.9837,26.7379,7085-165,Y,Y,53.34357638,CH4,Tulip Poplar
2014-07-30 20:01:45,211.8340,2014,7,30,20,1,0,0.404298649,0.9274,0,1365.1801,0.9642,25.77316,7085-165,Y,Y,42.30477562,CH4,Tulip Poplar
2014-07-30 20:45:47,211.8646,2014,7,30,20,45,0,0.404822249,0.9968,0,1161.6824,0.9967,24.4487,7085-165,Y,Y,42.35956384,CH4,Tulip Poplar
2014-07-30 21:29:49,211.8951,2014,7,30,21,29,0,0.382162348,0.9957,0,1033.1064,0.9933,23.55307,7085-165,Y,Y,39.98848977,CH4,Tulip Poplar
2014-07-30 22:13:52,211.9257,2014,7,30,22,13,0,0.36576254,0.9966,0,980.8727,0.9903,22.61701,7085-165,Y,Y,38.27245584,CH4,Tulip Poplar
2014-07-30 22:57:54,211.9563,2014,7,30,22,57,0,0.34237523,0.9954,0,927.9316,0.9952,21.91872,7085-165,Y,Y,35.8252676,CH4,Tulip Poplar
2014-07-30 23:41:56,211.9868,2014,7,30,23,41,0,0.326453708,0.9941,0,968.931,0.9977,21.40797,7085-165,Y,Y,34.15928025,CH4,Tulip Poplar
2014-07-31 00:25:58,212.0174,2014,7,31,0,25,0,0.32955182,0.9917,0,946.9772,0.9916,20.97096,7085-165,Y,Y,34.48345883,CH4,Tulip Poplar
2014-07-31 01:10:00,212.0486,2014,7,31,1,10,0,0.264754392,0.9898,0,1002.1699,0.9905,20.66664,7085-165,Y,Y,27.7032218,CH4,Tulip Poplar
2014-07-31 01:54:03,212.0792,2014,7,31,1,54,0,0.257836184,0.9921,0,1002.0385,0.9909,20.56152,7085-165,Y,Y,26.97931825,CH4,Tulip Poplar
2014-07-31 02:38:05,212.1097,2014,7,31,2,38,0,0.212668022,0.9822,0,993.5565,0.9886,20.65163,7085-165,Y,Y,22.25303741,CH4,Tulip Poplar
2014-07-31 03:22:07,212.1403,2014,7,31,3,22,0,0.271560885,0.9923,0,944.8643,0.9909,20.62977,7085-165,Y,Y,28.41543578,CH4,Tulip Poplar
2014-07-31 04:06:09,212.1708,2014,7,31,4,6,0,0.243695159,0.9799,0,845.8426,0.9954,20.7329,7085-165,Y,Y,25.49963763,CH4,Tulip Poplar
2014-07-31 04:50:11,212.2014,2014,7,31,4,50,0,0.267055494,0.9854,0,895.3663,0.9954,20.48286,7085-165,Y,Y,27.94400324,CH4,Tulip Poplar
2014-07-31 05:34:13,212.2319,2014,7,31,5,34,0,0.222459579,0.9922,0,859.7073,0.9926,20.42898,7085-165,Y,Y,23.27760084,CH4,Tulip Poplar
2014-07-31 06:18:16,212.2625,2014,7,31,6,18,0,0.268767354,0.9864,0,865.1179,0.994,20.21916,7085-165,Y,Y,28.12312784,CH4,Tulip Poplar
2014-07-31 07:02:18,212.2931,2014,7,31,7,2,0,0.185479546,0.9811,0,981.4235,0.9951,20.73157,7085-165,Y,Y,19.4081049,CH4,Tulip Poplar
2014-07-31 07:46:20,212.3236,2014,7,31,7,46,0,0.313329619,0.9942,0,826.822,0.995,21.43585,7085-165,Y,Y,32.78600922,CH4,Tulip Poplar
2014-07-31 08:30:22,212.3542,2014,7,31,8,30,0,0.310235936,0.9892,0,922.1224,0.9768,22.75236,7085-165,Y,Y,32.46229415,CH4,Tulip Poplar
2014-07-31 09:14:24,212.3847,2014,7,31,9,14,0,0.26929841,0.983,0,941.1644,0.9597,24.23155,7085-165,Y,Y,28.17869626,CH4,Tulip Poplar
2014-07-31 09:58:27,212.4153,2014,7,31,9,58,0,0.329565366,0.9681,0,977.0636,0.9791,26.04336,7085-165,Y,Y,34.48487618,CH4,Tulip Poplar
2014-07-31 10:42:29,212.4458,2014,7,31,10,42,0,0.350395911,0.9903,0,1008.0815,0.9879,27.58382,7085-165,Y,Y,36.66453115,CH4,Tulip Poplar
2014-07-31 11:26:31,212.4764,2014,7,31,11,26,0,0.401674573,0.98,0,970.1979,0.9588,29.08044,7085-165,Y,Y,42.03019901,CH4,Tulip Poplar
2014-07-31 12:10:33,212.5069,2014,7,31,12,10,0,0.515871605,0.9879,0,1044.1969,0.9869,29.67364,7085-165,Y,Y,53.97948414,CH4,Tulip Poplar
2014-07-31 12:54:35,212.5375,2014,7,31,12,54,0,0.553003408,0.9938,0,1137.7032,0.9909,30.47481,7085-165,Y,Y,57.86486097,CH4,Tulip Poplar
2014-07-31 13:38:38,212.5681,2014,7,31,13,38,0,0.577591352,0.9893,0,1110.4998,0.992,31.28824,7085-165,Y,Y,60.43768042,CH4,Tulip Poplar
2014-07-31 14:22:40,212.5986,2014,7,31,14,22,0,0.571481502,0.9951,0,1210.8436,0.9947,32.21673,7085-165,Y,Y,59.79836143,CH4,Tulip Poplar
2014-07-31 15:06:42,212.6292,2014,7,31,15,6,0,0.65708712,0.9867,0,1159.4945,0.9744,32.81884,7085-165,Y,Y,68.75591407,CH4,Tulip Poplar
2014-07-31 15:50:44,212.6597,2014,7,31,15,50,0,0.57837491,0.9651,0,1126.4402,0.931,30.89866,7085-165,Y,Y,60.51966994,CH4,Tulip Poplar
2014-07-31 16:34:46,212.6903,2014,7,31,16,34,0,0.488266622,0.9937,0,1294.6282,0.9905,30.18928,7085-165,Y,Y,51.09096938,CH4,Tulip Poplar
2014-07-28 18:51:19,209.7854,2014,7,28,18,51,0,1.59434147,0.9981,0,1448.6622,0.9913,29.77502,7085-165,Y,Y,416856.6043,CO2,Tulip Poplar
2014-07-28 19:35:21,209.8160,2014,7,28,19,35,0,1.435523815,0.9929,0,1383.4486,0.9926,29.16231,7085-165,Y,Y,398091.2083,CO2,Tulip Poplar
2014-07-28 20:19:23,209.8465,2014,7,28,20,19,0,1.339350331,0.9991,0,1408.1274,0.9911,28.63355,7085-165,Y,Y,405192.6021,CO2,Tulip Poplar
2014-07-28 21:03:25,209.8771,2014,7,28,21,3,0,1.473276335,0.9918,0,890.3413,0.9537,27.98681,7085-165,Y,Y,256198.202,CO2,Tulip Poplar
2014-07-28 21:47:27,209.9076,2014,7,28,21,47,0,1.208278962,0.9936,0,1381.8984,0.9821,27.66205,7085-165,Y,Y,397645.1339,CO2,Tulip Poplar
2014-07-28 22:31:30,209.9382,2014,7,28,22,31,0,1.146451924,0.9918,0,1126.295,0.9771,27.13722,7085-165,Y,Y,324094.5399,CO2,Tulip Poplar
2014-07-28 23:15:32,209.9688,2014,7,28,23,15,0,1.012352673,0.9964,0,1140.8462,0.989,26.57529,7085-165,Y,Y,328281.6884,CO2,Tulip Poplar
2014-07-28 23:59:34,209.9993,2014,7,28,23,59,0,1.006540141,0.9969,0,1178.3273,0.9846,26.2482,7085-165,Y,Y,339066.9799,CO2,Tulip Poplar
2014-07-29 00:43:36,210.0299,2014,7,29,0,43,0,0.966774949,0.9974,0,1121.4557,0.9859,26.01563,7085-165,Y,Y,322702.0178,CO2,Tulip Poplar
2014-07-29 01:27:38,210.0604,2014,7,29,1,27,0,0.892436845,0.9968,0,1160.3637,0.9934,25.43718,7085-165,Y,Y,333897.9037,CO2,Tulip Poplar
2014-07-29 02:11:41,210.0910,2014,7,29,2,11,0,0.847074636,0.9986,0,1068.8293,0.9934,24.94386,7085-165,Y,Y,307558.6238,CO2,Tulip Poplar
2014-07-29 02:55:43,210.1215,2014,7,29,2,55,0,0.777247014,0.9985,0,970.8597,0.9872,24.01016,7085-165,Y,Y,279367.5971,CO2,Tulip Poplar
2014-07-29 03:39:45,210.1521,2014,7,29,3,39,0,0.723573333,0.9965,0,1035.8275,0.981,23.10614,7085-165,Y,Y,298062.2634,CO2,Tulip Poplar
2014-07-29 04:23:47,210.1826,2014,7,29,4,23,0,0.702981209,0.9973,0,1080.1584,0.9873,22.65674,7085-165,Y,Y,310818.604,CO2,Tulip Poplar
2014-07-29 05:07:49,210.2132,2014,7,29,5,7,0,0.686207146,0.9953,0,945.3471,0.9943,22.056,7085-165,Y,Y,272026.275,CO2,Tulip Poplar
2014-07-29 05:51:51,210.2438,2014,7,29,5,51,0,0.622844005,0.9978,0,1060.0029,0.9941,21.55647,7085-165,Y,Y,305018.8025,CO2,Tulip Poplar
2014-07-29 06:35:54,210.2743,2014,7,29,6,35,0,0.541464399,0.9807,0,1077.4385,0.9958,21.85818,7085-165,Y,Y,310035.9452,CO2,Tulip Poplar
2014-07-29 07:19:56,210.3049,2014,7,29,7,19,0,0.607380489,0.9928,0,984.9405,0.9945,22.17845,7085-165,Y,Y,283419.3867,CO2,Tulip Poplar
2014-07-29 08:03:58,210.3354,2014,7,29,8,3,0,0.609781926,0.9963,0,961.0424,0.9943,22.74701,7085-165,Y,Y,276542.6415,CO2,Tulip Poplar
2014-07-29 08:48:00,210.3667,2014,7,29,8,48,0,0.577972656,0.9939,0,950.8845,0.9817,23.2429,7085-165,Y,Y,273619.6774,CO2,Tulip Poplar
2014-07-29 09:32:02,210.3972,2014,7,29,9,32,0,0.61856203,0.9934,0,1019.3814,0.9928,23.74002,7085-165,Y,Y,293329.8521,CO2,Tulip Poplar
2014-07-29 10:16:05,210.4278,2014,7,29,10,16,0,0.6207505,0.9971,0,1024.1949,0.9905,24.43206,7085-165,Y,Y,294714.9502,CO2,Tulip Poplar
2014-07-29 11:00:07,210.4583,2014,7,29,11,0,0,0.658370269,0.9985,0,999.7237,0.9808,25.27264,7085-165,Y,Y,287673.2939,CO2,Tulip Poplar
2014-07-29 11:44:09,210.4889,2014,7,29,11,44,0,0.81600323,0.9884,0,1193.3343,0.9926,25.99032,7085-165,Y,Y,343385.2862,CO2,Tulip Poplar
2014-07-29 12:28:11,210.5194,2014,7,29,12,28,0,0.801676026,0.9962,0,1173.4423,0.9893,26.53505,7085-165,Y,Y,337661.3075,CO2,Tulip Poplar
2014-07-29 13:12:13,210.5500,2014,7,29,13,12,0,0.885481792,0.9969,0,1108.9684,0.9952,26.95504,7085-165,Y,Y,319108.7622,CO2,Tulip Poplar
2014-07-29 13:56:16,210.5806,2014,7,29,13,56,0,0.801901291,0.999,0,1160.2931,0.9938,26.90841,7085-165,Y,Y,333877.5883,CO2,Tulip Poplar
2014-07-29 14:40:18,210.6111,2014,7,29,14,40,0,0.860968852,0.9964,0,1317.4039,0.9929,26.64121,7085-165,Y,Y,379086.661,CO2,Tulip Poplar
2014-07-29 15:24:20,210.6417,2014,7,29,15,24,0,0.738628714,0.9974,0,1240.7035,0.9897,27.02703,7085-165,Y,Y,357015.9061,CO2,Tulip Poplar
2014-07-29 16:08:22,210.6722,2014,7,29,16,8,0,0.741097375,0.9974,0,1242.0166,0.9945,27.03439,7085-165,Y,Y,357393.7543,CO2,Tulip Poplar
2014-07-29 16:52:24,210.7028,2014,7,29,16,52,0,0.797089448,0.9964,0,1215.0493,0.9792,27.15545,7085-165,Y,Y,349633.8382,CO2,Tulip Poplar
2014-07-29 17:36:26,210.7333,2014,7,29,17,36,0,0.754035979,0.9917,0,1264.5009,0.9827,26.91635,7085-165,Y,Y,363863.6746,CO2,Tulip Poplar
2014-07-29 18:20:29,210.7639,2014,7,29,18,20,0,0.639843583,0.9958,0,1349.5596,0.987,26.60815,7085-165,Y,Y,388339.5537,CO2,Tulip Poplar
2014-07-29 19:04:31,210.7944,2014,7,29,19,4,0,0.597788612,0.9912,0,1134.5613,0.9744,25.94763,7085-165,Y,Y,326473.1908,CO2,Tulip Poplar
2014-07-29 19:48:33,210.8250,2014,7,29,19,48,0,0.581231106,0.997,0,1084.2512,0.9836,24.89429,7085-165,Y,Y,311996.3187,CO2,Tulip Poplar
2014-07-29 20:32:35,210.8556,2014,7,29,20,32,0,0.545868615,0.9954,0,1010.2683,0.9884,23.66702,7085-165,Y,Y,290707.5321,CO2,Tulip Poplar
2014-07-29 21:16:37,210.8861,2014,7,29,21,16,0,0.468344564,0.9962,0,1049.9112,0.9979,22.60215,7085-165,Y,Y,302114.8876,CO2,Tulip Poplar
2014-07-29 22:00:40,210.9167,2014,7,29,22,0,0,0.471763777,0.9972,0,1106.4036,0.9982,21.48584,7085-165,Y,Y,318370.7338,CO2,Tulip Poplar
2014-07-29 22:44:42,210.9472,2014,7,29,22,44,0,0.439311374,0.9924,0,995.9407,0.9958,20.42407,7085-165,Y,Y,286584.7251,CO2,Tulip Poplar
2014-07-29 23:28:44,210.9778,2014,7,29,23,28,0,0.376820258,0.988,0,979.5224,0.9936,20.0513,7085-165,Y,Y,281860.3133,CO2,Tulip Poplar
2014-07-30 00:12:46,211.0083,2014,7,30,0,12,0,0.324590012,0.9777,0,1108.298,0.9935,19.76266,7085-165,Y,Y,318915.8527,CO2,Tulip Poplar
2014-07-30 00:56:48,211.0389,2014,7,30,0,56,0,0.387803438,0.9971,0,895.7426,0.9892,19.3379,7085-165,Y,Y,257752.4412,CO2,Tulip Poplar
2014-07-30 01:40:50,211.0694,2014,7,30,1,40,0,0.361716377,0.9837,0,901.985,0.9961,19.13041,7085-165,Y,Y,259548.7093,CO2,Tulip Poplar
2014-07-30 02:24:53,211.1000,2014,7,30,2,24,0,0.32927605,0.9889,0,925.7926,0.9994,19.04118,7085-165,Y,Y,266399.4129,CO2,Tulip Poplar
2014-07-30 03:08:55,211.1306,2014,7,30,3,8,0,0.300281645,0.9868,0,905.4278,0.9957,18.68774,7085-165,Y,Y,260539.3846,CO2,Tulip Poplar
2014-07-30 03:52:57,211.1611,2014,7,30,3,52,0,0.305633636,0.9914,0,882.6674,0.9972,18.2903,7085-165,Y,Y,253990.0158,CO2,Tulip Poplar
2014-07-30 04:36:59,211.1917,2014,7,30,4,36,0,0.302189096,0.9974,0,915.1699,0.9951,17.8216,7085-165,Y,Y,263342.7012,CO2,Tulip Poplar
2014-07-30 05:21:01,211.2229,2014,7,30,5,21,0,0.336478674,0.9889,0,777.836,0.9977,17.8116,7085-165,Y,Y,223824.4869,CO2,Tulip Poplar
2014-07-30 06:05:04,211.2535,2014,7,30,6,5,0,0.324224543,0.9944,0,816.1963,0.9946,17.6791,7085-165,Y,Y,234862.7707,CO2,Tulip Poplar
2014-07-30 06:49:06,211.2840,2014,7,30,6,49,0,0.256447418,0.9938,0,874.7548,0.9963,18.02372,7085-165,Y,Y,251713.143,CO2,Tulip Poplar
2014-07-30 07:33:08,211.3146,2014,7,30,7,33,0,0.262143337,0.99,0,824.2759,0.9925,18.25185,7085-165,Y,Y,237187.6982,CO2,Tulip Poplar
2014-07-30 08:17:10,211.3451,2014,7,30,8,17,0,0.285253404,0.9752,0,745.6449,0.989,19.47741,7085-165,Y,Y,214561.4078,CO2,Tulip Poplar
2014-07-30 09:01:12,211.3757,2014,7,30,9,1,0,0.305483239,0.9889,0,817.0456,0.9769,21.16403,7085-165,Y,Y,235107.1591,CO2,Tulip Poplar
2014-07-30 09:45:14,211.4063,2014,7,30,9,45,0,0.395424974,0.9875,0,659.4691,0.9852,23.09786,7085-165,Y,Y,189764.08,CO2,Tulip Poplar
2014-07-30 10:29:17,211.4368,2014,7,30,10,29,0,0.38913995,0.9966,0,902.0673,0.957,24.58878,7085-165,Y,Y,259572.3914,CO2,Tulip Poplar
2014-07-30 11:13:19,211.4674,2014,7,30,11,13,0,0.440314037,0.9962,0,924.4818,0.9943,25.94261,7085-165,Y,Y,266022.2265,CO2,Tulip Poplar
2014-07-30 11:57:21,211.4979,2014,7,30,11,57,0,0.43797023,0.9963,0,1049.8407,0.9895,26.93424,7085-165,Y,Y,302094.601,CO2,Tulip Poplar
2014-07-30 12:41:23,211.5285,2014,7,30,12,41,0,0.545546623,0.9981,0,1072.589,0.9988,27.73449,7085-165,Y,Y,308640.488,CO2,Tulip Poplar
